Name,Description,ShortName,Status,Email,WebsiteKey,ProfileUrl,Categories,Summary
Product Management Club of Berkeley Haas 💙,"The Product Management Club at Haas strives to be the premier hub for students and professionals at every stage of their product management journey. Our mission is to empower our members—ranging from beginners exploring the fundamentals of product management to seasoned professionals looking to deepen their expertise and network. We aim to provide comprehensive resources, learning opportunities, and a supportive community to foster growth, innovation, and leadership in the field of product management. Update: We have merged with Haas ID (Innovation Design) club, which will continue to function as a sub-group in PM Club from 3rd March 2025",PMCBH,Active,,productmanagementclubofberkeleyhaas,https://callink.berkeley.edu/organization/productmanagementclubofberkeleyhaas,"Graduate Student Organizations, Haas MBA RSO, Blue Heart Initiative Category",Help students become product leaders who drive change and embody the Haas leadership principles.
Product Space,"Product Space @ Berkeley is the UC Berkeley chapter of Product Space, a nation-wide family of students who are passionate about product management. We strive to cultivate a tight-knit community of product leaders who are well-prepared to guide impactful products in industry. As an organization, we offer the fellowship program and client projects for our members who come with various levels of experience. Check us out at https://product.berkeley.edu/!",,Active,,productspace,https://callink.berkeley.edu/organization/productspace,"Professional Student Organizations, Undergraduate Organizations","Our mission is to promote an understanding of the Product Management role within the UC Berkeley community, facilitate networking and recruiting opportunities, and cultivate the product leaders of tomorrow."
Project Lux at Berkeley 💙,"Project Lux is a 501(c)(3) approved national nonprofit organization that aspires to bridge the gap between houselessness and healthcare through helping clients receive access to adequate health insurance and basic health needs. We are an organization that is committed to health equity. We work toward achieving this goal through visiting multiple shelters and clinics and enrolling individuals experiencing houselessness in health insurance programs, such as MediCal, and helping these individuals with other basic health care needs. Additionally, we work with student volunteers whom we hope to inspire to continue to create change in their communities. We aim to help these volunteers recognize this broad issue and give them a platform through which they can make a tangible impact. We envision a world in which no individual is discouraged from receiving medical aid due to unaffordable services.",,Active,,projectlux,https://callink.berkeley.edu/organization/projectlux,"Service Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",To register student volunteers as health insurance enrollment counselors in order to help eligible but uninsured individuals register for health insurance.
Project Reproductive Health Justice 💙,"Project RHJ’s mission is to ensure students are informed on their rights and access to reproductive healthcare. In times of uncertainty, keeping communities connected and informed on current events and changing accessibility is what our organization places our greatest value on. Through presenting approachable educational content on reproductive justice, offering safe spaces for discussions on reproductive health, and providing peer-to-peer healthcare resources, we aim to keep our communities informed and passionate about reproductive freedom and accessible reproductive healthcare.",Project RHJ,Active,,projectreproductivehealthjustice,https://callink.berkeley.edu/organization/projectreproductivehealthjustice,"Political & Advocacy Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category","Project Reproductive Health Justice educates, advocates, and builds a supportive community for reproductive justice. Our mission is to ensure students are informed about their rights and access to reproductive healthcare."
"Project RISHI, The Berkeley Chapter","Project RISHI is a non-profit organization whose mission is to promote the sustainable development and growth of rural Indian communities. In partnership with local people and social enterprises, we identify issues central to our target communities and provide the resources to implement solutions through extensive field research and on-campus initiatives.",RISHI,Active,,projectrishi,https://callink.berkeley.edu/organization/projectrishi,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Service Student Organizations, Undergraduate Organizations","To provide for the basic, social and healthcare needs of rural Indian villages and to provide UC Berkeley undergraduates with exposure to community service, international outreach, and rural development."
Project SCIFI 💙,"The Scientific Coat Initiative for Future Innovators nonprofit promotes students’ scientific passions for higher education, provides teachers the resources necessary for hands-on scientific instruction, encourages the growth of mentor-mentee relationships, and fosters a visible community supporting young scientists’ endeavors. Our Berkeley Chapter (Experimental Innovation) has current mission is focused on hands-on experimental learning using real wet-lab equipment we obtained from BioLink Depot and an experiment the students complete in a 1 hour period: we go in-person to local middle/high schools with pipettes, MCT tubes, vortexes, microscopes, and more to introduce students to aspects of research they may not otherwise get to see. In the past we have also achieved adjacent goals by partnering with corporate and academic sponsors who endorse the purchase of laboratory coats embroidered with the sponsors’ logos. We then distribute these coats to qualifying under-resourced schools, along with other materials intended to aid educators in taking on a hands-on approach to scientific instruction. Our motivation as a non-profit organization stems from our early exposure to science, which ultimately inspired us to pursue scientific educations and careers. Thus, our goal is to empower and inspire future generations of scientists by providing K–12 students the necessary tools to develop fundamental scientific reasoning, address societal problems, and move onto further scientific instruction.",Project SCIFI,Active,,projectscifi_experimental_innovation,https://callink.berkeley.edu/organization/projectscifi_experimental_innovation,"Service Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category","Project SCIFI promotes students’ scientific passions for higher education, provides teachers the resources necessary for hands-on scientific instruction, and fosters a visible community supporting young scientists’ endeavors."
Project Shifa,,,Active,,projectshifa,https://callink.berkeley.edu/organization/projectshifa,Media & Publication Student Organizations,"To empower Middle Eastern immigrants, marginalized communities, and refugees by bridging the gap in healthcare access and education."
Project Sunshine at Berkeley 💙,"Looking for a unique clinical experience + community service opportunity? Project Sunshine is a chapter-based organization of volunteers that brings comfort and joy to pediatric patients across the United States. Project Sunshine volunteers serve as companions to pediatric patients, and bring creative art activities (i.e. drawing and coloring) and other opportunities for social interaction and learning. Amidst the pandemic, Project Sunshine has transitioned to TelePlay, a program where you work with children via remote activities over Zoom. Project Sunshine has chapters at schools such as USC, UCLA, Harvard, Duke, and more. Please check us out if you are interested in joining the Project Sunshine chapter at UC Berkeley! You can read more about Project Sunshine at https://projectsunshine.org/",,Active,,projectsunshineatberkeley,https://callink.berkeley.edu/organization/projectsunshineatberkeley,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Service Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",Volunteer to bring joy and play to meet the psychosocial and developmental needs of pediatric patients!
Prytanean Women's Honor Society,"Prytanean Women’s Honor Society, founded at Cal in 1901, is the oldest collegiate women’s honor society in the United States. The founders engaged in issues relating to student health care and housing; their efforts contributed significantly to ameliorating student life on campus, notably by establishing the Tang Center, UC Berkeley’s medical clinic. The organization has since expanded to funding awards and providing support for outstanding scholarship and volunteer work on behalf of the University. Founded and actively maintained by Berkeley women, Prytanean is the emblem of high quality womxn-identifying scholars and leaders who aim to make a difference in the world.",PWHS,Active,,prytanean,https://callink.berkeley.edu/organization/prytanean,"ASUC Sponsored 2025-26-Student Activity Groups, Undergraduate Organizations, Cultural & Identity/Women Interest Student Organizations","Founded in 1901, the Prytanean Women’s Honor Society is the oldest collegiate women’s honor society in the US. Members engage in issues relating to student health and housing; promoting women in leadership; and giving back to the Berkeley community."
Psi Chi,"We are the local chapter of the International Honors Society in Psychology. Psi Chi is a member of the Association of College Honor Societies and is an affiliate with the American Psychological Association (APA) and the Association for Psychological Science. Membership provides lifelong access to awards, grants, and research opportunities offered through the international organization. On campus, we host club meetings with professors and graduate students, Q&As, study groups, and socials. Membership is open to graduates and junior/senior undergraduates who are involved in the psychology program or a related discipline and meet the minimum qualifications. Applications for the next semester are available at the beginning of each semester. Please attach an unofficial printout of your transcript with your GPA (a printout of CalCentral is acceptable). Payment is not due until you are accepted as a potential member. OUR WEBSITE: https://psichi.studentorg.berkeley.edu/ (Applications open at the beginning of each semester; updates will be posted here and on the website.)",,Active,,psichi,https://callink.berkeley.edu/organization/psichi,"Academic Student Organizations, Undergraduate Organizations",Psi Chi is the International Honors Society in Psychology. Membership gives lifelong access to awards/grants/research opportunities offered through the International Organization as well as an invitation to all on-campus club meetings and events.
Public Health Advocate,"The Public Health Advocate (PHA) is an undergraduate publication featuring current public health issues with local, national, and international perspectives. PHA was established in 2005 along with the UC Berkeley Public Health major, and the publication has since been awarded “Best New Magazine” in 2006 and “Best News Magazine” and “Outstanding Article in a Student Publication” in 2011. The Public Health Advocate is dedicated to giving students interested in health the opportunity for their work to be published in our print issue or our online platform. Print issues of the publication are made available to the campus community towards the culmination of every year and are distributed locally upon request.",PHA,Active,,publichealthadvocate,https://callink.berkeley.edu/organization/publichealthadvocate,"Media & Publication Student Organizations, Undergraduate Organizations","The Public Health Advocate (PHA) is an undergraduate publication featuring current public health issues with local, national, and international perspectives. We publish an annual journal and regular online content throughout the year on our website."
Public School Records,"Public School Records, a student-run record label, aims to promote the student music scene by providing real-world experiences in management, marketing, and production. PSR will foster a community for creatives to interact and easily collaborate.",,Active,,publicschoolrecords,https://callink.berkeley.edu/organization/publicschoolrecords,"ASUC Sponsored 2025-26-Student Activity Groups, Arts Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","Public School Records, a student-run record label, aims to promote the student music scene by providing real-world experiences in management, marketing, and production. PSR will foster a community for creatives to interact and easily collaborate."
Punjabis at Berkeley,"‘Punjabis at Berkeley’ is aimed to be a cultural, intercultural, and interfaith organization bringing to light the culture, language, identity, and religious backgrounds of the Punjabi students at Berkeley and the greater Local community. It is aimed to promote intercultural and interfaith understanding. Punjabis worldwide may have the same culture, but religion has proved to be a drastic divide between relations. Therefore, it will promote and encourage a greater interfaith acceptance and tolerance. It hopes to foster a greater understanding of the Punjabi heritage, tradition, and culture through several lucrative events and festive celebrations. Additionally, it also aims to build a close-knit community within the organization.",PAB,Active,,punjabisatberkeley,https://callink.berkeley.edu/organization/punjabisatberkeley,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Cultural & Identity/International Student Organizations, Undergraduate Organizations","‘Punjabis at Berkeley’ is aimed to be a cultural, intercultural, and interfaith organization bringing to light the culture, language, identity, and religious backgrounds of the Punjabi students at Berkeley and the greater Local community."
Q at Haas,"Q@Haas is the organization for LGBTQ+ MBA students, partners and allies at Berkeley Haas. However a community member identifies, we are proud and honored to welcome them. The mission of Q@Haas is to create a community where all LGBTQ+ people are accepted in their full identities. We have four main GOALS to help us accomplish our mission: Connection: build and support lasting connections both within the LGBTQ+ community and with our broader community of classmates, faculty, staff, and alumni Inclusion: welcome all individuals across the spectrums of gender identity and sexual orientation Education: raise awareness around diversity and intersectionality Development: Enhance the professional and personal development of LGBTQ+ students at Haas",Q@H,Active,,qathaas,https://callink.berkeley.edu/organization/qathaas,"Graduate Student Organizations, Haas MBA RSO",Q@Haas
Quantum Computing at Berkeley 💙,"To create a community for students interested in quantum computing and also both Physics and Computer Science. To make quantum computing more accessible and to provide a platform for students, faculty, and industry to exchange ideas and knowledge. We do not handle memberships on Callink! Please visit our website qcb.berkeley.edu to learn how to become a member or email us at contact@qcb.berkeley.edu to be added to our roster/mailing list.",QCB,Active,,qcb,https://callink.berkeley.edu/organization/qcb,"Professional Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category","To foster a community of students broadly interested in the field of quantum computing, both theory and experiment. We focus on the physics, electrical engineering, computer science, and mathematical aspects of the field."
Queeks,"Queeks is a club for Queer guys, gals, and nonbinary pals in Greek life here at Berkeley. We aim to provide a safe space for LGBT+ students to express themselves within the queer community.",,Active,,queeks,https://callink.berkeley.edu/organization/queeks,CalGreeks Fraternity & Sorority Affinity Groups,Queeks
Queer Alliance & Resource Center,"The Queer Alliance and Resource Center (QARC) provides social, educational, and safe sex programming for the queer community on campus. QARC also acts as an umbrella organization and caucus for all active queer and queer-allied organizations at Cal.",QARC,Active,,qarc,https://callink.berkeley.edu/organization/qarc,"ASUC Sponsored 2025-26-Student Activity Groups, ASUC Sponsored 2025-26-Student Initiated Service Groups, Undergraduate Organizations, LGBTQ+ Student Organizations, ABSA-Allocated Hearst Storage, ABSA - Budgeted over $7500 Organizations","The Queer Alliance and Resource Center (QARC) provides social, educational, and safe sex programming for the queer community on campus. QARC also acts as an umbrella organization and caucus for all active queer and queer-allied organizations at Cal."
Queer Caucus,"Queer Caucus at Berkeley Law is comprised of lesbian, gay, bisexual, transgender, gender variant, and queer law students and allies. We strive to provide social opportunities and support for our members, to develop an academic environment that supports queer scholarship, and to organize events relating to political, social, and legal issues affecting the queer community. In addition to maintaining a strong and visible community of LGBTQ students, the Queer Caucus works with LGBT attorneys at public interest organizations, private firms, and government agencies to create networks of support between Berkeley Law students and alumni. Since its founding in 1978, the Queer Caucus has worked to eradicate the legal, political, and social oppression of LGBTQ people, and to provide an affirming, supportive base for students of diverse sexual orientations and gender identities. This mission is complimented by our commitment to intersectional work and coalition building with a broad group of other student organizations and journals on campus.",QC,Active,,qc,https://callink.berkeley.edu/organization/qc,LGBTQ+ Student Organizations,A place for LGBTQ law students and allies!
Queers in Computer Science and Engineering 💙,,QICSE,Active,,queersincomputerscienceandengineering,https://callink.berkeley.edu/organization/queersincomputerscienceandengineering,"Engineering/Computer Science Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category","We are a social organization that puts on events like lunches, coffee breaks, happy hours, and more to foster community among the LGBTQ+ grad students, post docs, faculty, and staff in the EECS department."
qui parle: Critical Humanities and Social Sciences,"For over thirty years, qui parle has published outstanding theoretical and critical work in the humanities and social sciences. Run by an independent group of graduate students since its founding at the University of California, Berkeley, the journal aims to foster critical conversations and introduce new analytic modes by bringing together diverse scholarly and artistic voices.",QP,Active,,quiparle,https://callink.berkeley.edu/organization/quiparle,Graduate Student Organizations,Twice a year Qui Parle publishes provocative articles covering a range of outstanding theoretical and critical work in the humanities and social sciences.
Quidditch League at Berkeley 💙,"Our club competes in the fast-growing, full contact, and co-ed sport known as Quadball (formerly Quidditch). With regional, national, and international competition, players get the exclusive opportunity to travel, develop leadership skills, and compete all over the world. Our team competes in about four-six tournaments each year with the goal of qualifying for World Cup. Some of the notable tournaments include Western Cup, our regional tournament, and the Big Sweep, our match up against Stanford. Our club welcomes anyone interested to learn more about Quidditch, make friends, and compete. We have a traveling competitive team and a noncompetitive team.",QL,Active,,quidditchleague,https://callink.berkeley.edu/organization/quidditchleague,"ASUC Sponsored 2025-26-Student Activity Groups, Recreational Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage, Blue Heart Initiative Category","Our club competes in the fast-growing, full contact, and co-ed sport known as Quidditch. With regional, national, and international competition, players get the exclusive opportunity to travel, develop leadership skills, and compete all over the world."
Quiz Bowl Club 💙,"We hold buzzer-based academic question-and-answer trivia competitions that contain questions relevant to the interests of all majors and academic inclinations! Come see what we're about! New members can get involved with our organization by emailing Anuttam Ramji at anuttamr@berkeley.edu. We usually hold practices on Sundays and Tuesdays from 7-10PM, and we're a very relaxed club that does not require anything of its members (apart from those who wish to travel for national tournaments). We compete in several college tournaments a year, including ones at Berkeley, and host multiple high school tournaments a year. Contact us if you want to compete at tournaments or learn how to help out!",QB,Active,,quizbowl,https://callink.berkeley.edu/organization/quizbowl,"ASUC Sponsored 2025-26-Student Activity Groups, Recreational Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",We facilitate participation in academic quiz competitions held at Berkeley and other universities. Everyone is welcome to join!
Ra-On,"Welcome to the official page of Ra-On, Berkeley's premier Korean rock band! Established in 2006, we are the only Korean band on campus. Comprising musically talented students, Ra-On is more than just a band; it's a creative outlet for those passionate about music. Our mission is to showcase the performing arts of Korean culture, primarily through rock music. Our repertoire includes both Korean and English cover songs, and we also delight in composing original music. To broaden our reach and promote our unique genre, we regularly film our practice sessions and share them with not just the Korean community, but with the diverse audience that makes up Berkeley. Throughout the semester, we engage in various projects, gigs, and performances. The highlight is our very own concert, held at the end of each semester. We welcome anyone with a passion for music and an interest in Korean rock! Please e-mail raon.staff@gmail.com for inquiries.",,Active,,raon,https://callink.berkeley.edu/organization/raon,"ASUC Sponsored 2025-26-Student Activity Groups, Performing Arts Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","We are Ra-On, the only Korean Band in UC Berkeley, established in 2006."
Raas Ramzat,"UC Berkeley Raas Ramzat is Cal’s official competitive Raas/Garba team. Raas & Garba are folk styles of dance native to the Indian state of Gujarat. These dance forms originated in celebrations of the festival season of Navratri and often use props such as dandiyas. At a collegiate level, it has evolved to be a high-energy dance that draws from aspects of both South Asian and Western culture. In our last competitive years, we won 1st place at our competition in Indiana, and 2nd place at our competitions in Texas and Virginia! We are proud to be a close-knit team that shares a common passion for dance and beyond. Join UCB Raas Ramzat as we take on the Raas Circuit! ​Check out our 2023-24 routine! https://www.youtube.com/watch?v=lcRbwT-3uVE&t=398s Instagram: https://www.instagram.com/ucb.raasramzat/ Facebook: https://www.facebook.com/calraas Youtube: https://www.youtube.com/channel/UCCkgR1tMDsMqAUb6LCVcJAg Email: ucb.raasramzat@gmail.com",,Active,,raasramzat,https://callink.berkeley.edu/organization/raasramzat,"ASUC Sponsored 2025-26-Student Activity Groups, Performing Arts Student Organizations, Undergraduate Organizations, ABSA-Allocated Hearst Storage","Raas Ramzat is Berkeley's premier competitive Raas and Garba dance team. Raas and Garba are folk dance styles from Gujurat, India. We hope to spread this high-energy dance form and build a valuable community of dancers and friends!"
RAKUGO Club at Berkeley,,RCB,Active,,rakugoclubatberkeley,https://callink.berkeley.edu/organization/rakugoclubatberkeley,"Performing Arts Student Organizations, Undergraduate Organizations","1.Celebrating and promoting the rich tradition of Japanese comedic storytelling, known as Rakugo. 2. Enhancing language proficiency and building bridges between diverse groups through Rakugo"
Raíces Recruitment and Retention Center,"""An effort to demystify education, conceptualized and realized by the Raíces Center!"" As one of the Recruitment and Retention Centers part of the bridges Multicultural Resource Center, the Raíces Center works to demystify higher education through various programs and events throughout the academic year. The Raíces Center's goal is to increase and retain the enrollment of Latinx students into institutions of higher education. (formerly known as Raza Recruitment and Retention Center)",The Raíces Center,Active,,raicesrrc,https://callink.berkeley.edu/organization/raicesrrc,"RRC - Recruitment & Retention Center, Undergraduate Organizations",Please refer to our website and social medias for more information: facebook.com/RaicesRRC instagram: @theraicescenter Linked: Raices Recruitment and Retention Center
"REACH! Asian and Asian Diaspora Recruitment and Retention Center (formerly known as ""REACH! Asian Pacific American RRC"")","In 1994, the Retention and Empowerment of Asian/Asian American Youths Considering Higher Education (REACH!) began with a handful of committed folks, as a program under the Asian Student Union (ASU) at UC Berkeley to target “Asian American*, high school students, especially those who are underrepresented, low-income, and non-college tracked”. Its goals were two-fold: 1) promoting higher education as an attainable goal and 2) empowering students through “building ethnic pride and programs that foster community activism and support APA* youth culture”. As REACH! grew organizationally, the vision and purpose of REACH! grew with it. While the mission remained, “the service and empowerment of recent immigrant and urban Asian Americans living in at-risk life situations,” we added on that “Our goal is to promote higher education as a means to empower ourselves and improve the economic and social conditions facing our communities.” We saw that REACH! had a unique role on campus and in the A/AA community at large, because REACH! was not just going to increase the numbers of underrepresented Asians at Berkeley but REACH! would be a training ground for future educators, activists, and leaders who would address society’s injustices through their life’s work. Thus, we created programs to raise political awareness, build coalitions, develop youth leaders, and build leadership in ourselves. Each year, programs have been refined and recreated by (insanely) dedicated and intelligent coordinators, who look for a better way to do things. However, our single most important legacy is the steady stream of community leaders we have and will produce. *As of May 1st, 2022, we have redirected our efforts from serving API communities to fully serve the Asian/Asian American communities. This group [REACH! Asian and Asian Diaspora Recruitment and Retention Center] was formerly named [REACH! Asian Pacific American Recruitment and Retention Center] - [2024/04/26] [AZ]",REACH!,Active,,reachrrc,https://callink.berkeley.edu/organization/reachrrc,"RRC - Recruitment & Retention Center, Undergraduate Organizations","""Committed to the service, empowerment, and mobilization of immigrant, refugee, and under served Asian/Asian Americans by promoting higher education to empower ourselves and challenge the economic and social inequalities facing our communities."" - 2022"
Real Talk Buddies,"Established in 2021 by a group of first-year graduate students in Environmental Science, Policy, and Management, Real Talk Buddies seeks to fill the niche of informal mentorship, where undergraduate students can connect and discuss issues or aspirations with graduate student mentors without the expectation of homework or project completion, and without strict meeting requirements. Real Talk Buddies provides the space to discuss issues of academics, graduate school, career, identity, family, and much more. We aim to provide a safe and encouraging space where students can feel that they are supported in their individual needs. Through this program, we encourage greater undergraduate student retention, inclusivity, confidence, competence for pursuing graduate school, and a sense of ‘I can do this’ during their undergraduate career.",,Active,,realtalkbuddies,https://callink.berkeley.edu/organization/realtalkbuddies,Graduate Student Organizations,Real Talk Buddies supports undergraduate students by providing them the opportunity to receive mentorship from graduate student mentors.
Redline at Berkeley,"Redline at Berkeley is a UC Berkeley student organization dedicated to providing students with an automotive motorsport community to share their passion for cars with each other, through car meetups, group drives and collaborative events. We produce media and content to promote car culture within the university and beyond as well as carry out photoshoots for our members and their cars. We intend to educate our members about their automotive vehicles regarding maintenance, modification as well as teaching them how to race properly on track, whilst also providing a social community where they feel like they belong.",Redline@Berkeley,Active,,redlineatberkeley,https://callink.berkeley.edu/organization/redlineatberkeley,"ASUC Sponsored 2025-26-Student Activity Groups, Political & Advocacy Student Organizations, Undergraduate Organizations","Redline at Berkeley is focused on building a car community. We educate students on customizing and maintaining vehicles while hosting meetups, group drives, and collaborative events, creating a space where car enthusiasts can connect and belong."
Redwoods at Haas 💙,"Redwoods @ Haas is dedicated to building community at Haas through enjoyment of the outdoors, increasing access to recreation by providing resources and education, and building a sense of stewardship for natural spaces. Since October 2025 Redwoods @ Haas has incorporated the Haas Wellness Club.",R@H,Active,,haasredwoods,https://callink.berkeley.edu/organization/haasredwoods,"Graduate Student Organizations, Haas MBA RSO, Blue Heart Initiative Category","The premier MBA outdoor recreation, adventure, and stewardship society in the world. Dedicated tirelessly to expanding outdoor access, educating participants to be responsible visitors to outdoor spaces, and building lasting friendships under the stars."
Reformed University Fellowship 💙,"RUF is a Christian student fellowship centered around experiencing and expressing the love of God to our classmates, our community, and our campus. No matter who you are, what you've done, or what you believe, everyone is welcome at RUF. Because grace changes everything.",RUF,Active,,ruf,https://callink.berkeley.edu/organization/ruf,"Spiritual Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",RUF Berkeley is a community centered around two things: experiencing and expressing the love of God.
Regents' and Chancellor's Scholars Association,"The Regents’ and Chancellor’s Scholars Association (RCSA) is dedicated to fostering a community for Regents’ and Chancellor’s Scholarship recipients at the University of California, Berkeley. By hosting a diverse set of events, from alumni industry dinners to faculty game nights, RCSA provides around 900 scholars with numerous opportunities to connect with others and share vital resources. Membership is an included benefit of the scholarship, and scholars can extend their involvement by joining one of eight committees—TEDxBerkeley, the Regents' Overnight Host Program, Social, Faculty, Web Development, Corporate Relations, Alumni, Media and Marketing.",RCSA,Active,,rcsa,https://callink.berkeley.edu/organization/rcsa,"ASUC Sponsored 2025-26-Student Activity Groups, Academic Student Organizations, Undergraduate Organizations","RCSA hosts a diverse set of events, from alumni industry dinners to faculty game nights, in order to foster a community for Regents’ and Chancellor’s Scholarship recipients at the University of California, Berkeley."
Renters' Legal Assistance (Formerly ASUC Renters' Legal Assistance),"Renters' Legal Assistance, formerly known as ""ASUC Renters' Legal Assistance"", was established in 1981 as a joint project of the ASUC, CALPIRG, and the Municipal Lobby to help educate tenants about their rights. Renters' Legal Assistance offers free advice to U.C. Berkeley students and the surrounding community through counseling, education, and public interest research. RLA provides in-office counseling, group counseling, phone counseling as well as workshops and seminars for the public. To aid students in asserting their rights, RLA distributes pamphlets and sample letters covering numerous topic. RLA maintains a comprehensive library containing material on housing issues and tenant's rights, current California Civil Codes, Berkeley Rent Control regulations and other housing related legal texts. RENTERS' LEGAL ASSISTANCE INTERNSHIP PROGRAM UC Berkeley student can apply to intern at Renters' Legal Assistance every semester. Initially, interns will familiarize themselves with California and Berkeley rent law through trainings, reading and observation. As interns become more familiar with the law, they may begin counseling clients. Interns can expect to develop skills such as public speaking, counseling, legal researching, problem solving, program development and enhanced writing skills. Interns will assist clients virtually and attend weekly meetings. Interns must also attend a training session early in the semester and pass a written exam. This group [Renters' Legal Assistance] was formerly named [ASUC Renters' Legal Assistance] - 3/15 IZ",RLA,Active,,renterslegalassistance,https://callink.berkeley.edu/organization/renterslegalassistance,"ASUC Sponsored 2025-26-Student Initiated Service Groups, Service Student Organizations, Undergraduate Organizations","RLA offers assistance to U.C. Berkeley students and the surrounding community through counseling, educational workshops, and public interest research."
Representation of Asian and Pacific Islander in the Department of Civil and Environmental Engineering (RAPID-CEE) 💙,,RAPID-CEE,Active,,rapid-cee,https://callink.berkeley.edu/organization/rapid-cee,"Graduate Student Organizations, Blue Heart Initiative Category","We aim to foster academic growth, professional development, and cultural exchange, while providing a platform for collaboration, mentorship, and support for API graduate students in CEE."
Research Experience Pathways,,,Active,,researchexperiencepathways,https://callink.berkeley.edu/organization/researchexperiencepathways,"Professional Student Organizations, Undergraduate Organizations",The Research Experience Pathways program aims to increase access to research opportunities for underrepresented undergraduate students from low-income backgrounds by connecting students to paid research opportunities at UC Berkeley.
Residence Hall Assembly,"The Residence Hall Assembly shall maintain and improve the quality of life within the Residence Halls by: Serving as an advocacy group for student concerns with the Department of Housing and Dining Services, to the Associated Students of the University of California (ASUC), to the larger university, and to the City of Berkeley; Providing a forum for residents to communicate with each other and work together to resolve common concerns and achieve common goals; Providing resident representation on committees of the University and local community; Facilitating in the planning and execution of programs on a systemwide and local level; Initiating any activities and programs necessary and proper to ensure and improve the quality of life within the Residence Halls. Remaining non-partisan and ensuring all functions in the residence halls do not promote or oppose any political biases including, but not limited to: political parties, candidates, etc. Advocating for the best interest of the residential community through issue-specific correspondence as approved by a three-fourths majority of the Assembly on specific propositions, measures, ordinances, and laws.",RHA,Active,,residencehallassembly,https://callink.berkeley.edu/organization/residencehallassembly,"OASIS Sponsored Organization, Undergraduate Organizations",The Residence Hall Assembly shall act as the primary representative body for all residents at UC Berkeley and as the umbrella organization for all Hall Associations.
Restorative Justice League,"Promote restorative justice principles and practices on campus by creating spaces on campus for people to express themselves, address harms, resolve conflicts.",RJL,Active,,restorativejusticeleague,https://callink.berkeley.edu/organization/restorativejusticeleague,"Service Student Organizations, Undergraduate Organizations","Promote restorative justice principles and practices on campus by creating spaces on campus for people to express themselves, address harms, resolve conflicts."
ReUSE,"The ReUSE Store is a campus not-for-profit thrift store run by student members of ReUSE. We take donations and trades of clothing and other household items from the Cal community and give them back to the community via our store. We also offer free clothing repair services. We are committed to creating a more sustainable environment through promoting reuse and making items affordable for students. Textbooks, readers, and office supplies are all free, and everything else in the store is $3 or less. Things we can’t sell or give away are donated. All proceeds go to charity and maintaining the club. We also host various special events, such as Tie Dye during Earth Week and Super Sproul Sales. Members of committees plan and host special events. Volunteers generally help in the store for one or two hours a week when their schedule allows and receive store credit as well as first dibs on new items. Contact ucberkeleyreuse@gmail.com to schedule a training session and start volunteering! Get involved for Fall 2024 by following our Instagram @reuseberkeley for updates and more!",,Active,,reuse,https://callink.berkeley.edu/organization/reuse,"ASUC Sponsored 2025-26-Student Activity Groups, Environmental & Sustainability Student Organizations, Undergraduate Organizations, ABSA-Allocated MLK Space","ReUSE is a student organization that runs the ReUSE Thrift Store in MLK, gives away free textbooks, and hosts other special events. We also manage the ReUSE Stations on campus. We are committed to creating a more sustainable environment through reuse!"
REVERB,"REVERB is UC Berkeley’s hub for electronic music culture. This is a community where students dive deep into DJing, production, and the music industry. REVERB teaches and empowers students to turn their passion for music into creative skills. From hands-on workshops to music showcases, we’re here to amplify your sound and continue building Berkeley's electronic music scene from the ground up. REVERB prides itself on being accessible to all students, whether they have previous music knowledge or are simply dedicated and interested in learning about DJing. * If you have any questions please contact either President Tibet - tyakut@berkeley.edu or Vice President Chris - chris_jenstad@berkeley.edu. WEBSITE - INCLUDES APPLICATION LINK",,Active,,reverb,https://callink.berkeley.edu/organization/reverb,"ASUC Sponsored 2025-26-Student Activity Groups, Professional Student Organizations, Undergraduate Organizations","REVERB aims to assist in the creative and professional development of electronic music producers, artists, and DJs through music production and business education, showcases, guest speakers, networking, career seminars, and equipment rentals."
Rhythm at Berkeley 💙,"We play osu! (and other rhythm games) join the community discord: https://discord.gg/br9Ubfb join the club discord for club info: https://discord.gg/GtQFxbKYux Rhythm at Berkeley aims to create and foster a community for people who play rhythm games, particularly focusing on the game osu! and its related gamemodes. We host biweekly meetings and tournaments, promoting engagement within the rhythm game community at Berkeley.",R@B,Active,,rhythm,https://callink.berkeley.edu/organization/rhythm,"Recreational Student Organizations, Undergraduate Organizations, Blue Heart Initiative Category",We play osu! (and other rhythm games)
